,phrase,lexicon,"polatity, total",polatity positive,"polatity positive, %",polatity negative,"polatity negative, %"
409,"Путин рассказал о заболевших COVID в своем окружении
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
410,"Путин рассказал о заболевших COVID в своем окружении
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
411,"Путин рассказал о заболевших COVID в своем окружении
",ProductSentiRus,142,0,0.0,142,100.0
412,"Путин рассказал о заболевших COVID в своем окружении
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
413,"Путин рассказал о заболевших COVID в своем окружении
",SentiRusColl,142,0,0.0,142,100.0
414,"Лариса Гузеева рассказала о заболевании COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
415,"Лариса Гузеева рассказала о заболевании COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
416,"Лариса Гузеева рассказала о заболевании COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
417,"Лариса Гузеева рассказала о заболевании COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
418,"Лариса Гузеева рассказала о заболевании COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
419,"Лариса Гузеева рассказала о заболевании COVID-19
",SentiRusColl,142,0,0.0,142,100.0
420,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
421,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
422,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
423,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",ProductSentiRus,142,0,0.0,142,100.0
424,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
425,"В Новосибирске напомнили о COVID-мерах после отмены концерта рэпера Face
",SentiRusColl,142,0,0.0,142,100.0
426,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
427,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
428,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
429,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",ProductSentiRus,142,0,0.0,142,100.0
430,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
431,"В Чувашии отказались закрывать кафе и рестораны, но ввели QR-коды""
",SentiRusColl,142,0,0.0,142,100.0
432,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
433,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
434,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
435,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",ProductSentiRus,142,0,0.0,142,100.0
436,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
437,"Песков назвал ситуацию с коронавирусом поводом для мобилизации
",SentiRusColl,142,0,0.0,142,100.0
438,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
439,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
440,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
441,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
442,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
443,"В России вновь выявили более 22 тыс. случаев заражения COVID-19
",SentiRusColl,142,0,0.0,142,100.0
444,"В России второй день подряд побит рекорд по смертности от COVID
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
445,"В России второй день подряд побит рекорд по смертности от COVID
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
446,"В России второй день подряд побит рекорд по смертности от COVID
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
447,"В России второй день подряд побит рекорд по смертности от COVID
",ProductSentiRus,142,0,0.0,142,100.0
448,"В России второй день подряд побит рекорд по смертности от COVID
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
449,"В России второй день подряд побит рекорд по смертности от COVID
",SentiRusColl,142,0,0.0,142,100.0
450,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
451,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
452,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
453,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
454,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
455,"В Чувашии приостановили работу кафе и ресторанов из-за COVID-19
",SentiRusColl,142,0,0.0,142,100.0
456,"Рекорд смертей, новое дело против Навального. Главное за день""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
457,"Рекорд смертей, новое дело против Навального. Главное за день""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
458,"Рекорд смертей, новое дело против Навального. Главное за день""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
459,"Рекорд смертей, новое дело против Навального. Главное за день""
",ProductSentiRus,142,0,0.0,142,100.0
460,"Рекорд смертей, новое дело против Навального. Главное за день""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
461,"Рекорд смертей, новое дело против Навального. Главное за день""
",SentiRusColl,142,0,0.0,142,100.0
462,"В двух регионах России введут QR-коды
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
463,"В двух регионах России введут QR-коды
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
464,"В двух регионах России введут QR-коды
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
465,"В двух регионах России введут QR-коды
",ProductSentiRus,142,0,0.0,142,100.0
466,"В двух регионах России введут QR-коды
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
467,"В двух регионах России введут QR-коды
",SentiRusColl,142,0,0.0,142,100.0
468,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
469,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
470,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
471,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
472,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
473,"Эпидемиологи оценили сроки окончания пандемии COVID-19
",SentiRusColl,142,0,0.0,142,100.0
474,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
475,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
476,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
477,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
478,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
479,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",SentiRusColl,142,0,0.0,142,100.0
480,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
481,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
482,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
483,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",ProductSentiRus,142,0,0.0,142,100.0
484,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
485,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",SentiRusColl,142,0,0.0,142,100.0
486,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
487,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
488,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
489,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
490,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
491,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",SentiRusColl,142,0,0.0,142,100.0
492,"В России за сутки от COVID умерло рекордное число больных
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
493,"В России за сутки от COVID умерло рекордное число больных
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
494,"В России за сутки от COVID умерло рекордное число больных
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
495,"В России за сутки от COVID умерло рекордное число больных
",ProductSentiRus,142,0,0.0,142,100.0
496,"В России за сутки от COVID умерло рекордное число больных
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
497,"В России за сутки от COVID умерло рекордное число больных
",SentiRusColl,142,0,0.0,142,100.0
498,"Роспотребнадзор назвал число привившихся от гриппа россиян
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
499,"Роспотребнадзор назвал число привившихся от гриппа россиян
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
500,"Роспотребнадзор назвал число привившихся от гриппа россиян
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
501,"Роспотребнадзор назвал число привившихся от гриппа россиян
",ProductSentiRus,142,0,0.0,142,100.0
502,"Роспотребнадзор назвал число привившихся от гриппа россиян
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
503,"Роспотребнадзор назвал число привившихся от гриппа россиян
",SentiRusColl,142,0,0.0,142,100.0
504,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
505,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
506,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
507,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
508,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
509,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",SentiRusColl,142,0,0.0,142,100.0
510,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
511,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
512,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
513,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
514,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
515,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",SentiRusColl,142,0,0.0,142,100.0
516,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
517,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
518,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
519,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",ProductSentiRus,142,0,0.0,142,100.0
520,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
521,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",SentiRusColl,142,0,0.0,142,100.0
522,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
523,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
524,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
525,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",ProductSentiRus,142,0,0.0,142,100.0
526,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
527,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",SentiRusColl,142,0,0.0,142,100.0
528,"Официальный представитель Госдепа США заразился COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
529,"Официальный представитель Госдепа США заразился COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
530,"Официальный представитель Госдепа США заразился COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
531,"Официальный представитель Госдепа США заразился COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
532,"Официальный представитель Госдепа США заразился COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
533,"Официальный представитель Госдепа США заразился COVID-19
",SentiRusColl,142,0,0.0,142,100.0
534,"Байден сделал третью прививку от коронавируса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
535,"Байден сделал третью прививку от коронавируса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
536,"Байден сделал третью прививку от коронавируса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
537,"Байден сделал третью прививку от коронавируса
",ProductSentiRus,142,0,0.0,142,100.0
538,"Байден сделал третью прививку от коронавируса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
539,"Байден сделал третью прививку от коронавируса
",SentiRusColl,142,0,0.0,142,100.0
540,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
541,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
542,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
543,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",ProductSentiRus,142,0,0.0,142,100.0
544,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
545,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",SentiRusColl,142,0,0.0,142,100.0
546,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
547,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
548,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
549,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",ProductSentiRus,142,0,0.0,142,100.0
550,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
551,"Айти не найти: что ударит по рынку труда сильнее отъезда программистов
",SentiRusColl,142,0,0.0,142,100.0
552,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
553,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
554,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
555,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",ProductSentiRus,142,0,0.0,142,100.0
556,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
557,"В Бельгии из-за санкций застряли 8 тыс. люксовых автомобилей для России
",SentiRusColl,142,0,0.0,142,100.0
558,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
559,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
560,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
561,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",ProductSentiRus,142,0,0.0,142,100.0
562,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
563,"Итоги недели: повышение цен на проезд, новый ректор КФУ и Ту-214""
",SentiRusColl,142,0,0.0,142,100.0
564,"Во Франции стартовал второй тур президентских выборов
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
565,"Во Франции стартовал второй тур президентских выборов
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
566,"Во Франции стартовал второй тур президентских выборов
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
567,"Во Франции стартовал второй тур президентских выборов
",ProductSentiRus,142,0,0.0,142,100.0
568,"Во Франции стартовал второй тур президентских выборов
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
569,"Во Франции стартовал второй тур президентских выборов
",SentiRusColl,142,0,0.0,142,100.0
570,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
571,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
572,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
573,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",ProductSentiRus,142,0,0.0,142,100.0
574,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
575,"МВД сообщило о снижении ущерба от преступлений почти на 9%
",SentiRusColl,142,0,0.0,142,100.0
576,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
577,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
578,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
579,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",ProductSentiRus,142,0,0.0,142,100.0
580,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
581,"Фирме «Океан» в Уфе на полгода запретили привлекать средства дольщиков
",SentiRusColl,142,0,0.0,142,100.0
582,"Вузы Новосибирска начали переносить контент на отечественные платформы
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
583,"Вузы Новосибирска начали переносить контент на отечественные платформы
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
584,"Вузы Новосибирска начали переносить контент на отечественные платформы
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
585,"Вузы Новосибирска начали переносить контент на отечественные платформы
",ProductSentiRus,142,0,0.0,142,100.0
586,"Вузы Новосибирска начали переносить контент на отечественные платформы
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
587,"Вузы Новосибирска начали переносить контент на отечественные платформы
",SentiRusColl,142,0,0.0,142,100.0
588,"Военная операция на Украине. Онлайн
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
589,"Военная операция на Украине. Онлайн
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
590,"Военная операция на Украине. Онлайн
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
591,"Военная операция на Украине. Онлайн
",ProductSentiRus,142,0,0.0,142,100.0
592,"Военная операция на Украине. Онлайн
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
593,"Военная операция на Украине. Онлайн
",SentiRusColl,142,0,0.0,142,100.0
594,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
595,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
596,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
597,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",ProductSentiRus,142,0,0.0,142,100.0
598,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
599,"Новая клиника, нехватка денег на реформу и «новые 90-е»""
",SentiRusColl,142,0,0.0,142,100.0
600,"Как завершился второй месяц военной операции на Украине
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
601,"Как завершился второй месяц военной операции на Украине
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
602,"Как завершился второй месяц военной операции на Украине
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
603,"Как завершился второй месяц военной операции на Украине
",ProductSentiRus,142,0,0.0,142,100.0
604,"Как завершился второй месяц военной операции на Украине
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
605,"Как завершился второй месяц военной операции на Украине
",SentiRusColl,142,0,0.0,142,100.0
606,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
607,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
608,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
609,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",ProductSentiRus,142,0,0.0,142,100.0
610,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
611,"Путин в поздравлении с Пасхой заявил о вере в торжество жизни и добра
",SentiRusColl,142,0,0.0,142,100.0
612,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
613,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
614,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
615,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",ProductSentiRus,142,0,0.0,142,100.0
616,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
617,"ВОЗ сообщила о 40 тыс. смертей от коронавируса в мире
",SentiRusColl,142,0,0.0,142,100.0
618,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
619,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
620,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
621,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",ProductSentiRus,142,0,0.0,142,100.0
622,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
623,"Российский самолет с медоборудованием для США приземлился в Нью-Йорке
",SentiRusColl,142,0,0.0,142,100.0
624,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
625,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
626,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
627,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",ProductSentiRus,142,0,0.0,142,100.0
628,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
629,"УЕФА решил отменить финансовый фейр-плей из-за коронавируса
",SentiRusColl,142,0,0.0,142,100.0
630,"В Крыму приостановят автобусное сообщение из-за коронавируса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
631,"В Крыму приостановят автобусное сообщение из-за коронавируса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
632,"В Крыму приостановят автобусное сообщение из-за коронавируса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
633,"В Крыму приостановят автобусное сообщение из-за коронавируса
",ProductSentiRus,142,0,0.0,142,100.0
634,"В Крыму приостановят автобусное сообщение из-за коронавируса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
635,"В Крыму приостановят автобусное сообщение из-за коронавируса
",SentiRusColl,142,0,0.0,142,100.0
636,"В МВД оценили соблюдение режима самоизоляции россиянами
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
637,"В МВД оценили соблюдение режима самоизоляции россиянами
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
638,"В МВД оценили соблюдение режима самоизоляции россиянами
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
639,"В МВД оценили соблюдение режима самоизоляции россиянами
",ProductSentiRus,142,0,0.0,142,100.0
640,"В МВД оценили соблюдение режима самоизоляции россиянами
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
641,"В МВД оценили соблюдение режима самоизоляции россиянами
",SentiRusColl,142,0,0.0,142,100.0
642,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
643,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
644,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
645,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",ProductSentiRus,142,0,0.0,142,100.0
646,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
