lemma;sentiment
юриспруденция;0
юрист;0
жюри;0
справедливость;1
допустимый;1
обоснование;1
обосновывать;0
джут;0
ювенильный;-1
соседство;0
кайзер;0
калейдоскоп;0
кенгуру;0
кандзи;0
карма;0
каяк;0
киль;0
хранитель;0
хранение;0
слащавый;1
бочонок;0
кругозор;1
конура;0
деревенщина;-1
ядро;0
керосин;0
чайник;0
ключ;0
замочная скважина;0
лейтмотив;1
замковый камень;1
хаки;0
хан;0
удар;-1
пиная;0
дитя;0
ребячество;0
похищать;-1
убийство;-1
убийство;-1
печи;0
килограмм;0
километр;0
юбка в складку;0
кимоно;0
родня;0
своего рода;1
детский сад;0
доброта;1
родственный;1
кинематика;0
король;1
Королевство;0
перегиб;0
курчавый;0
киоск;0
Kirk;0
поцелуй;1
Комплект;0
кухня;0
воздушный змей;-1
котенок;1
сноровка;1
ранец;0
месить;0
колено;0
становиться на колени;0
стоя на коленях;0
предвещать;-1
дамские панталоны;0
нож;0
рыцарь;1
вязать;0
ручка;0
постучать;0
бугор;0
морской узел;0
узловатый;-1
знание;1
сознательно;0
знание;1
ножка;0
кос;0
крис;0
почет;1
лаборатория;0
метка;0
труд, работа;1
лаборатория;0
затрудненное;-1
чернорабочий;0
трудящийся;0
трудоемкий;-1
лабиринт;-1
лак;0
шнурок;0
отсутствие;-1
не хватает;-1
тусклый;-1
лак;0
лакросс;0
парень;0
лестница;0
нагруженный;-1
погрузка;0
черпак;0
леди;0
запаздывание;-1
отстающий;-1
лагуна;0
логово;-1
миряне;0
озеро;0
NO TRANSLATION;0
ягненок;1
стенать;-1
сокрушаться;0
тонкая пластинка;0
ламинированный;0
лампа;0
копье;0
улан;0
земельные участки;1
высадился;1
посадка;0
суша;0
арендодатель;0
ориентир;0
земли;0
пейзаж;0
ландшафтный дизайн;0
оползень;-1
полоса дороги;0
язык;0
томный;-1
томиться;-1
томный;-1
долговязый;0
фонарь;0
круг;0
отворот;0
упущение;-1
впала;0
воровство;-1
сало;0
кладовая;0
большой;0
больше;0
NO TRANSLATION;0
жаворонок;0
личинка;0
гортань;0
лазер;1
плеть;-1
девушка;0
лассо;0
прочный;0
защелка;0
поздно;-1
опоздание;-1
латентный;-1
боковая;0
сбоку;0
латекс;0
токарный станок;0
намыливать;0
широта;0
уборные;-1
решетка;0
похвальный;1
смех;1
смехотворный;-1
смеющийся;1
смех;1
запуск;1
прачечная;0
лауреат;1
лавр благородный;1
лавры;1
лава;-1
лаваж;0
уборная;0
лаванда;0
расточать;1
закон;0
законный;1
бесправие;-1
лужайка;0
судебный процесс;-1
адвокат;-1
рыхлый;-1
слабительное;-1
прокладывать;0
слой;0
слоистый;0
неспециалист;0
ленивый;-1
луг;0
вести;1
лидер;1
ведущий;0
приводит;0
лист;0
листовка;0
лиственный;0
лига;1
утечка;-1
утечки;-1
неплотный;-1
опираться;0
прислонился;0
склонность;0
прыжок;0
учить;1
научился;0
ученик;0
обучение;1
аренда;0
привязь;0
кожа;0
кожистые;0
оставлять;-1
лекция;0
преподаватель;1
уступ;0
гроссбух;0
подветренный;0
пиявка;-1
пиявки;-1
NO TRANSLATION;-1
подозрительный;0
NO TRANSLATION;0
дрейф;1
оставил;0
ножка;0
наследие;0
правовой;1
легальность;0
легализовать;0
легализованный;1
юридически;0
легенда;0
легендарный;1
разборчивость;1
разборчивый;1
легион;0
законодательствовать;0
законодательство;0
законодательные;0
законодатель;0
законодательная власть;0
законность;0
ноги;0
боб;0
досуг;1
не спеша;1
лемма;1
лимон;-1
давать в долг;0
кредитор;0
кредитование;0
длина;0
удлинять;0
удлиненный;0
удлинение;0
вдоль;0
длинный;0
снисходительность;0
снисходительный;1
объектив;0
леопард;0
проказа;-1
лесбиянка;-1
лесбиянство;0
лизингополучатель;0
уменьшать;-1
убавление;0
меньший;-1
урок;1
арендодатель;0
летальный;-1
летаргический;0
вялость;-1
письмо;0
литерный;1
буквы;0
салат;0
лейкемия;-1
дамба;0
уровень;1
рычаг;0
левередж;1
обложение;-1
непристойный;-1
лексикон;0
NO TRANSLATION;0
обязательства;0
ответственность;0
связь;-1
лжец;-1
навет;-1
клеветнический;0
либеральный;0
либерализм;0
освобождать;1
освобождение;1
свобода;1
либидо;0
библиотекарь;0
библиотека;1
либретто;0
лицензия;0
лишай;0
облизывание;-1
крышка;0
ложь;-1
вассал;0
право удержания;0
место;0
лейтенант;0
жизнь;0
кровь;1
спасательная шлюпка;0
безжизненный;-1
как живой;0
пожизненный;0
продолжительность жизни;0
лифт;0
связка;0
перевязка;0
легкий;0
светлеть;0
маяк;1
расторопность;0
молния;0
вероятность;0
сходство;0
также;0
симпатия;1
сирень;0
Лили;0
конечность;0
заброшенность;0
предел;0
ограничение;0
ограниченное;-1
Безграничный;0
лимузин;0
прихрамывать;-1
лин;0
линия;0
родословная;0
прямой;0
линейный;0
подкладке;0
белье;0
футеровка;0
линии;0
задерживаться;0
жаргон;0
язычный;0
лингвист;1
лингвистический;0
лингвистика;0
футеровка;0
ссылка;0
линолеум;0
корпия;-1
лев;1
губа;0
губная помада;0
сжижение;0
сжиженный;0
ликер;0
жидкость;0
ликвидировать;0
ликвидация;0
ликвидатор;0
ликвидность;0
щелок;-1
шепелявость;0
список;0
Слушать;0
слушатель;0
список;0
апатичный;-1
литания;0
буквально;0
литературный;0
литература;0
гибкий;1
литография;0
литография;0
литология;0
литосфера;0
тяжущийся;-1
судиться;-1
судебные разбирательства;-1
сутяжнический;-1
мусор;-1
литораль;0
литургия;0
средства к существованию;0
ливрея;0
синевато-багровый;-1
живой;0
гуанако;0
нагрузка;0
буханка;-1
бездельник;-1
суглинок;0
ссуда;0
NO TRANSLATION;-1
ненавидеть;-1
ненависть;-1
отвратительный;-1
лобби;0
лоббист;-1
мочка;0
местный;0
место действия;0
местонахождение;0
локализация;0
локализовать;0
разместить;0
место нахождения;0
озеро;0
замок;0
рундук;0
слесарь;0
NO TRANSLATION;-1
передвижение;0
локомотив;0
саранча;-1
домик;0
жилец;0
жилье;0
чердак;0
возвышенный;-1
журнал;0
логарифм;0
логарифмический;0
логика;0
логический;1
логистика;0
логотип;0
NO TRANSLATION;0
леденец;0
одинокий;0
одиночество;-1
Одинокий;-1
унылый;-1
длинный;0
долговечность;1
желание;0
долгота;0
продольный;0
продольно;0
уборная;-1
быть осторожным;0
ткацкий станок;-1
надвигающийся;0
гагара;-1
псих;-1
петля;0
лазейка;0
рыхлить;0
разрыхление;0
добыча;-1
отвисать;0
кривобокий;0
господин;0
лорды;0
светлость;1
уздечка;0
грузовой автомобиль;0
потерять;-1
проигрыш;-1
потеря;-1
потерял;-1
много;0
лосьон;0
много;0
лотерея;0
лото;0
громкий;0
громко;0
громкость;-1
гостиная;-1
вошь;-1
привлекательный;1
люблю;1
прекрасный;1
NO TRANSLATION;1
любовник;1
любящий;1
ниже;-1
снижение;-1
низший;-1
низменность;-1
непритязательный;-1
верный;1
лояльность;1
смазывать;0
смазывание;0
везение;1
везучий;1
смехотворный;-1
волочение;0
багаж;0
затишье;0
Колыбельная;0
поясничный;0
пиломатериалы;0
громыхающий;-1
люминесцентный;0
светящийся;0
кусковой;-1
комковатый;-1
невменяемость;-1
лунный;0
помешанный;-1
обед;0
завтрак;0
устремиться;0
легкие;0
крениться;-1
приманка;-1
пылающий;-1
таиться;-1
скрываясь;-1
приторный;1
пышный;-1
похоть;-1
блеск;1
похотливый;-1
глянцевитый;1
крепкий;0
лютня;0
пышный;1
роскошный;1
роскошь;1
лежащий;-1
лимфа;0
лимфатический;0
линчевать;-1
рысь;0
лира;1
лирический;0
лирический;1
булава;-1
машина;0
машины;0
машинист;0
скумбрия;0
Сумасшедший;-1
Госпожа;0
мадам;0
бесить;-1
безумец;-1
безумие;-1
мафия;-1
журнал;0
маг;0
фуксин;0
личинка;-1
магия;0
волшебный;1
волшебник;0
магистрат;0
магма;0
магнат;0
магнит;1
магнетизм;1
магнетит;1
парадность;1
великолепный;1
увеличительное стекло;0
увеличивать;0
величина;0
болтун;0
горничная;0
девушка;1
почта;0
главный;1
материк;0
оплот;1
поддержание;0
величавый;1
величественность;1
главный;1
большинство;1
делать;0
производитель;0
импровизированный;-1
составить;0
болезнь;-1
недомогание;-1
малярия;-1
мужской;0
недоброжелательный;-1
злодеяние;-1
порок развития;-1
злоба;-1
злонамеренный;-1
злокачественный;-1
злокачественность;-1
злокачественный;-1
торговый центр;0
податливый;0
колотушка;0
злоупотребление доверием;-1
NO TRANSLATION;0
млекопитающее;0
мамонт;0
человек;0
управлять;1
управление;1
менеджер;0
судебный приказ должностному лицу о выполнении требования истца;-1
мандарин;1
мандат;0
нижняя челюсть;0
мандолина;0
оправка;0
NO TRANSLATION;0
маневр;0
маневрирование;0
NO TRANSLATION;-1
кормушка;0
калечить;-1
манго;0
мангустин;0
мужественность;1
мания;-1
маньяк;-1
маниакальный;-1
маникюр;0
манифест;0
проявление;0
проявляется;1
явно;0
манифест;0
многообразие;0
манипулировать;-1
манипуляция;-1
человечество;0
мужественный;1
манна;1
манера;0
манерный;1
манеры;1
поместье;0
особняк;0
непредумышленное убийство;-1
накидка;0
руководство;0
производство;0
производитель;1
навоз;-1
рукопись;0
карта;0
март;-1
мрамор;0
мраморное;0
мраморы;0
Март;1
NO TRANSLATION;0
поле;-1
маргинальный;0
марихуана;0
морской;0
мореплаватель;0
морской;0
отметка;0
отмеченный;1
рынок;0
ликвидный;1
рыночная площадь;0
Метки;0
мергель;0
джем;0
темно-бордовый;-1
шатер;0
маркиз;1
Брак, создание семьи;1
в браке;0
костный мозг;1
выйти замуж;1
болотный;0
маршал;1
рынок;0
воинственный;0
мартингал;-1
мученик;-1
мученичество;-1
диво;1
дивный;1
изумительно;1
мужской;1
мужественность;0
затор;0
маскировать;0
мазохизм;-1
каменщик;0
маскарад;0
масса;0
бойня;-1
массаж;1
массивный;0
мастер;1
вдохновитель;0
шедевр;1
мастерство;1
мастурбировать;0
мастурбация;0
мат;0
совпадение;0
согласование;0
сваха;0
приятель;1
материал;0
материализм;-1
материалист;-1
материалистический;0
существенность;0
материализовать;0
материально;0
материалы;0
матчасть;0
материнский;0
материнство;0
математическая;0
математик;0
математика;0
зачисление;0
брак;1
матрица;0
матрона;1
спутанный;0
дело;0
циновка;0
матрас;0
созревание;0
зрелость;0
мавзолей;0
розовато-лиловый;0
Максим;0
максимальная;1
мэр;1
лабиринт;0
мед;0
луг;1
еда;0
меандр;0
извилистый;-1
имея в виду;0
бессмысленный;-1
означает;0
то время;0
корь;-1
измеримый;0
измерение;0
измеренный;1
измерение;0
измерения;0
мясо;0
механик;0
механический;0
механизм;0
медаль;1
медальон;0
медалист;0
вмешиваться;-1
надоедливый;0
СМИ;0
срединный;0
медиана;0
посредничать;1
посредничество;1
медиатор;1
медицинская;1
лекарственный;0
лекарственное средство;0
средневековый;0
посредственный;-1
посредственность;-1
NO TRANSLATION;1
медитация;0
созерцательный;0
Средиземное море;1
средний;0
попурри;1
кроткий;0
встретить;0
встреча;0
меланхолический;-1
меланхолия;-1
рукопашная;-1
мелодичный;0
мелодрама;-1
мелодраматический;0
мелодия;0
плавиться;0
расплавление;-1
плавление;0
член;0
мембрана;0
сувенир;1
меморандум;0
научная статья;0
памятные вещи;0
памятный;1
меморандум;0
мемориал;0
воспоминания;0
выучить наизусть;0
Память;0
угроза;-1
угрожающий;-1
зверинец;0
поправляться;0
починка;1
лакейский;-1
мениск;0
менструации;1
менструальный;0
умственный;0
упомянуть;0
наставник;1
меню;0
мяу;0
меркантильный;0
наемник;-1
товар;0
торговец;0
милостивый;1
беспощадный;-1
ртутный;0
милость;1
всего лишь;0
сливаться;1
меридиан;0
меридиональный;0
заслуга;1
похвальный;1
Русалка;0
веселье;1
веселый;1
столовая гора;0
меш;0
сетки;0
загипнотизированный;0
беспорядок;-1
сообщение;0
посыльный;0
беспорядочный;-1
метаболизм;0
металл;0
металлургия;0
метаморфоза;0
метафора;0
метафорический;0
метафизический;0
метафизика;0
метастазирование;-1
метеор;0
метеорный;0
метеорит;0
метеорологический;0
метеорология;0
метр;0
метанол;-1
метод;0
методический;0
дотошный;0
метрический;0
метрический;0
метрология;0
метрополия;0
столичный;1
лихость;1
мяукать;0
слюда;0
Mick;0
микроб;0
микробиология;0
микрокосм;0
микрограмм;0
микрометр;0
микрон;0
микрофон;0
микроскоп;0
микроскопический;0
микроскопически;0
микроскопия;1
середина;0
полуденный;0
средний;0
перекупщик;0
удаленный от моря;0
полночь;0
среди;0
в середине лета;0
на полпути;0
акушерка;0
акушерство;1
NO TRANSLATION;0
могущественный;1
мигрировать;0
миграция;0
миграционный;0
Майк;0
милдью;-1
мили;0
пробег;0
веха;0
воинствующий;0
военные;0
милиция;-1
молоко;0
молочный;0
мельница;0
тысячелетие;0
миллиграмм;0
миллиметр;0
миллиона;0
миллионер;0
мим;1
мим;0
имитирующий;0
мимикрия;-1
разум;0
мыслящих;0
внимательный, помнящий;1
осознанность;1
мой;0
шахтер;0
минеральная;0
минералогия;0
смешиваться;0
смешанный;0
миниатюрный;0
микроавтобус;0
NO TRANSLATION;0
минимизировать;-1
минимальный;-1
министр;0
министерский;0
министерство;1
минивэн;0
пескарь;0
незначительный;0
меньшинство;-1
менестрель;0
мята;0
минускул;0
минут;0
мелочи;0
NO TRANSLATION;0
чудо;1
чудотворный;1
мираж;0
NO TRANSLATION;-1
зеркало;0
веселье;1
незаконное присвоение;0
проступок;-1
выкидыш;-1
Разное;0
альманах;0
несчатье;-1
вредный;-1
неправильное представление;-1
проступок;-1
проступок;0
несчастный;-1
несчастно;-1
нищета;-1
несчастье;-1
неправильный;-1
несчастье;-1
дезинформированный;0
неправильное толкование;-1
ввести в заблуждение;-1
вводящий в заблуждение;-1
бесхозяйственность;-1
несоответствие;-1
несовместимый;0
неправильное название;-1
класть не на место;-1
неуместна;-1
искажать;-1
введение в заблуждение;-1
искаженный;-1
Мисс;0
ракета;0
отсутствует;-1
миссия;0
миссионер;1
неправильное заявление;-1
туман;0
ошибка;-1
ошибочный;-1
Господин;0
госпожа;-1
NO TRANSLATION;-1
туманный;0
неправильно понять;-1
недоразумение;-1
злоупотребление;-1
клещ;-1
митра;0
смягчение;0
смешивание;0
смешанный;0
смесь;0
стон;0
ров;0
чернь;-1
мобильный;0
мобильность;0
мобилизация;0
мобилизовать;0
издевательство;-1
осмеяние;-1
модальный;0
модальность;0
Режим;0
модель;1
лепщик;0
умеренный;1
умеренно;0
Администрация;0
На модерации;0
Модератор;1
современное;0
модернизм;0
скромный;1
скромность;1
чуточка;0
модифицируемый;0
модификация;0
модифицированный;0
модифицировать;0
модулировать;0
модуляция;0
модуль;0
модуль;0
могул;0
часть;0
влажный;0
влажность;0
молярный;0
меласса;0
плесень;0
формованные;0
молдинг;0
заплесневелый;0
молекулярная;0
молекула;0
назойливость;-1
расплавленный;0
момент;0
моментальный;0
важный;0
импульс;1
монада;0
монарх;0
монархия;0
монастырь;0
монашеский;0
денежный;1
Деньги;1
монах;1
обезьяна;0
монохромный;-1
моногамия;0
монограмма;0
монография;0
монослой;0
монолог;0
монополист;-1
монополия;0
однообразие;0
муссон;-1
монстр;-1
уродство;-1
монте;0
месяц;0
ежемесячно;0
памятник;1
монументальный;0
мычание;0
капризы;0
капризный;-1
Луна;0
лунный свет;0
пришвартованный;0
швартовка;0
швартовы;0
верещатник;0
лось;0
спорный вопрос;-1
обсуждалась;0
швабра;0
моральный;1
мораль;1
нравы;1
трясина;0
мораторий;0
патологический;-1
заболеваемость;-1
морг;-1
умирающий;-1
утро;0
утро;0
придурок;-1
идиотский;-1
морфий;0
морфизм;0
морфология;0
завтра;0
кусочек;-1
смертный;-1
смертность;-1
строительный раствор;1
ипотека;0
залогодержатель;0
залогодатель;0
омертвение;-1
морг;-1
мозаика;0
мечеть;0
комар;-1
мох;0
мшистый;0
NO TRANSLATION;0
мотылек;0
мама;0
материнство;1
движение;0
неподвижный;0
мотив;1
пестрый;0
двигатель;0
мотоцикл;0
мотоцикл;0
Мот;0
пестрый;0
девиз;0
плесень;0
насыпь;0
крепление;0
гора;0
альпинист;0
гористый;0
оплакивать;-1
скорбный;-1
траур;-1
мышь;0
усы;0
рот;0
полный рот;0
мундштук;0
движимое;1
переехать;0
движение;0
движущая сила;1
кино;0
перемещение;0
косить;0
дрянь;-1
NO TRANSLATION;0
слизь;0
грязи;-1
темнить;-1
запутаны;-1
мутный;-1
неумелый;-1
заглушенный;0
глушитель;0
кружка;0
мул;-1
многостороннее;0
множественный;0
мультиплекс;0
умножение;0
множественность;0
умноженная;0
множитель;0
умножать;0
множество;0
мама;-1
бормотать;-1
Мама;0
свинка;-1
жевать;0
мирской;0
муниципальный;0
муниципалитет;0
фреска;0
убийство;-1
убийца;-1
убийственный;-1
темный;-1
ропот;0
мускул;0
мускулистый;1
муза;0
музы;0
музей;0
NO TRANSLATION;0
гриб;0
Музыка;1
музыкальный;1
музыкант;0
размышляющий;0
мускус;0
мушкет;0
муслин;0
NO TRANSLATION;-1
мустанг;0
горчичный;0
собирать;0
затхлый;-1
изменчивый;1
мутант;-1
мутация;0
изуродованный;-1
увечье;-1
бунт;-1
NO TRANSLATION;-1
баранина;0
взаимное;1
взаимно;0
морда;-1
близорукость;-1
близорукий;0
мириады;0
загадочный;0
тайна;0
мистика;0
мистический;0
мистика;0
миф;0
мифический;0
мифический;0
мифологический;0
мифология;0
стащить;-1
надир;-1
NO TRANSLATION;-1
гвоздь;0
наивный;-1
обнаженный;0
названный;0
безымянный;-1
тезка;0
именование;0
няня;0
нанометр;0
вздремнуть;1
загривок;0
салфетка;0
ворсование;0
подгузник;-1
наркотический;-1
повествовать;0
пересказ;0
повествовательный;0
рассказчик;0
узкий;0
уменьшение;0
рождающийся;0
противный;-1
натальный;0
нация;0
национальный;0
Национальность;0
родной;0
Рождество;0
натуралист;1
натурализация;0
натурализованный;0
естественно;0
природа;0
ноль;0
непослушный;-1
тошнота;-1
тошнотворный;-1
навигационный;0
флотский;0
неф;0
пупок;0
судоходный;1
проводить;0
навигация;0
навигатор;0
флот;0
NO TRANSLATION;-1
аккуратно;1
туманность;0
туманностей;0
расплывчатый;0
обязательно;0
необходимость;0
первой необходимости;0
необходимость;0
шея;0
ожерелье;0
некроз;0
нектар;1
необходимое;-1
игла;1
Излишне;0
нуждающийся;-1
бесчестный;-1
отрицание;-1
отрицательный;-1
пренебрежение;-1
пренебрегли;-1
пренебрегающий;-1
небрежность;-1
нерадивый;-1
NO TRANSLATION;-1
незначительный;0
вести переговоры;1
Переговоры;0
негоциант;1
негр;-1
ржать;0
сосед;1
окрестности;0
близлежащий;0
неонатальный;0
неофит;0
неопрен;0
племянник;0
семейственность;-1
нерв;1
нервное;-1
нервозность;0
мыс;0
гнездо;0
прижаться;1
птенец;0
сеть;0
нижний;-1
взаимозачет;0
крапива;-1
сеть;0
невралгия;-1
неврология;0
невроз;-1
невротический;-1
бесполый;0
нейтральный;0
нейтральность;0
нейтрализовать;0
новорожденный;0
пришелец;0
вновь;0
новизна;0
Новости;0
газета;0
киоск;0
перо;0
клев;0
ниша;0
NO TRANSLATION;0
Ник;0
никель;0
прозвище;0
никотин;-1
племянница;0
негр;-1
почти;0
ночь;0
сумерки;0
соловей;0
кошмар;-1
нигилизм;-1
ноль;0
проворный;0
девяносто;0
девятый;0
щипок;0
ниппель;0
шухер;0
знать;1
благородный;1
дворянин;1
ночной;0
кивать головой;0
кивание;0
узел;0
узловой;0
узелок;0
шум;-1
шумный;-1
кочевник;0
кочевой;0
номенклатура;0
номинальный;0
назначать;0
назначение;1
номинальный;0
данное время;0
NO TRANSLATION;-1
невзрачный;0
несуществующий;0
NO TRANSLATION;0
NO TRANSLATION;0
бред какой то;-1
бессмысленный;-1
лапшой;0
закоулок;0
полдень;0
аркан;-1
норма;0
нормальный;0
нормальность;0
нормальность;1
нос;0
ностальгия;0
ноздря;0
примечательный;1
аристократия;1
особенно;0
нотариус;0
обозначение;0
вырезка;0
зазубренный;0
заметка;0
блокнот;0
NO TRANSLATION;1
Примечательно;0
ничтожество;-1
уведомление;0
заметный;0
уведомление;0
поставить в известность;0
понятие;1
отвлеченный;0
дурная слава;0
несмотря на;0
NO TRANSLATION;0
имя существительное;0
удобрять;0
питание;1
NO TRANSLATION;0
новинка;0
начинающий;0
В наше время;0
вредный;-1
сопло;0
нюанс;0
нюансы;0
ядро;0
обнаженный;0
слегка подталкивать локтем;0
нагота;0
самородок;0
неприятность;-1
NO TRANSLATION;-1
ноль;0
сводить на нет;-1
оцепенелый;-1
номер;0
нумерация;0
чисел;1
онемение;-1
цифра;0
числитель;0
численный;0
численно;0
многочисленные;0
NO TRANSLATION;-1
медсестра;1
питомник;1
взрастить;1
мускатный орех;0
питание;0
питательный;1
питательный;0
орешки;0
нимфа;0
уродливый;-1
дуб;1
весло;0
оазис;1
присяга;1
овсяная каша;0
послушание;1
послушный;0
послушно;0
обелиск;0
страдающий ожирением;-1
ожирение;-1
подчиниться;0
оби;-1
поминальная служба;-1
некролог;-1
объект;0
возражение;-1
нежелательный;-1
задача;1
обязательство;0
обязательное;0
обязывать;-1
обязанный;0
услужливый;1
дебитор;-1
косой;0
уничтожать;-1
стирается;-1
облитерация;-1
забвение;-1
забывающий;0
продолговатый;0
противный;-1
гобой;0
непристойный;-1
непристойность;-1
безвестный;0
затемняется;0
неясность;-1
соблюдение;0
соблюдающий;1
наблюдение;0
обсерватория;0
наблюдать;0
наблюдатель;0
наблюдения;0
навязчивая идея;0
устаревание;0
препятствие;-1
акушер;0
акушерство;0
упрямый;-1
препятствовать;-1
непроходимость;-1
обструктивный;-1
получать;0
доступный;1
тупой;-1
лицевой;0
очевидный;1
окарина;0
повод;0
случайный;0
время от времени;0
окклюзия;0
оккультный;-1
размещение;0
обитатель;1
занятие;1
занятый;0
оккупант;0
оккупировать;1
занимающий;0
происходить;0
вхождение;0
океан;0
океанический;0
восьмиугольник;0
октава;0
осьминог;0
окуляр;0
странность;-1
шансы;0
ода;0
одиозный;-1
одометр;0
запах;-1
эстроген;0
NO TRANSLATION;0
потроха;0
обижать;-1
обижаться;-1
правонарушитель;-1
преступление;-1
наступление;-1
предлагает;1
предложенный;0
предложение;0
экспромтом;-1
офис;0
сотрудник;1
офисы;0
официальный;0
исполнять обязанности;0
взморье;-1
разгружать;0
смещение;1
ответвление;1
положение вне игры;0
часто;0
часто;0
великан-людоед;-1
масло;0
масла;0
мазь;0
старшая;0
обонятельный;-1
олигархия;-1
оливковый;0
омега;0
омлет;0
примета;-1
угрожающий;-1
упущение;0
пропускать;-1
опущено;0
омнибус;0
всемогущество;0
всемогущий;0
вездесущий;0
всеведущий;1
онколог;0
исключительность;0
обременительный;-1
себя;0
постоянный;0
лук;0
начало;0
натиск;0
онтология;0
ответственность;-1
далее;0
оникс;0
тина;-1
сочащийся;0
помутнение;0
опал;0
непрозрачный;-1
ОПЕ;0
открытый;0
открывашка;0
открытие;0
открыто;0
открытость;1
опера;1
оперный;-1
операция;0
операции;0
оперативный;0
оператор;0
глазной;0
офтальмолог;0
опиат;-1
мнение;0
упрямый;-1
опиум;-1
противник;-1
уместный;1
оппортунизм;0
возможность;1
оппонировать;-1
против;-1
сопротивление;0
напротив;0
противоположности;0
оппозиция;-1
угнетать;-1
угнетение;-1
гнетущий;-1
угнетатель;-1
оптический;0
оптический;0
оптика;0
оптимизм;1
оптимист;1
вариант;1
необязательный;1
необязательно;0
опции;0
оптик;0
богатство;0
пышный;0
опус;0
оракул;1
пероральный;0
оранжевый;0
речь;1
оратор;0
красноречие;0
шар;0
орбита;0
орбитальный;0
шары;0
орк;-1
фруктовый сад;0
оркестр;1
предопределенный;1
тяжелое испытание;-1
заказ;0
упорядоченный;1
постановление;0
обычный;0
рукоположение;1
артиллерия;-1
руды;0
орегано;0
орган;0
органический;1
организм;0
органист;0
организация;1
организовать;1
организованная;1
оргазм;1
оргии;0
восток;0
восточный;0
ориентация;0
отверстие;0
происхождения;0
оригинальность;1
происходить;0
порождение;0
автор;0
орнамент;0
орнаментальный;0
украшения;0
украшенный;1
витиеватый;1
сирота;-1
ортодоксальный;0
ортодоксальность;0
ортогональный;0
качаться;0
колеблющийся;0
колебание;0
колебательный;0
мнимый;0
как будто бы;-1
страус;0
эфирное масло;0
тахта;0
унция;0
вытеснять;-1
вспышка;0
взрыв;0
отверженный;-1
исход;1
выкрик;-1
перещеголять;1
на открытом воздухе;0
снаряжение;0
перерастать;0
отросток;0
флигель;-1
выход;0
диковинный;-1
пережить;0
вне закона;-1
выход;0
контур;0
контуры;0
прогноз;0
отдаленный;0
превосходить численно;0
застава;0
излияние;0
вывод;0
безобразие;-1
возмутительный;0
прямой;0
опережать;0
боковик;0
аутсайдер;0
окраина;0
откровенный;0
выдающийся;0
протянутый;0
наружу;1
наружу;0
перевешивать;0
овальный;0
яичник;0
овальный;0
овация;-1
духовой шкаф;0
комбинезон;0
властный;-1
перегружать;-1
пасмурная погода;-1
перегруженный;0
пальто;0
переусердствовать;-1
передозировка;-1
просроченный;-1
переоценивать;0
завышенный;-1
переполнение;-1
переполненный;0
заросший;-1
разрастание;0
нависающий;0
капитальный ремонт;0
накладные расходы;0
вне себя от радости;1
накладным;0
перекрытие;0
наложение;0
перегрузка;-1
вышележащий;0
переплатил;-1
эстакада;0
пересиливать;-1
непреодолимый;-1
завышена;-1
переопределение;0
отклонять;0
надсмотрщик;0
затмевать;0
надзор;-1
завышать;0
затоваривание;0
неприкрытый;0
обгон;0
обогнала;0
низвержение;-1
увертюра;0
опрокинуть;-1
сокрушать;-1
перегружены;-1
подавляющий;1
чрезмерно усердный;0
задолжать;0
обязанный;-1
владелец;0
владение;1
вол;0
окисление;-1
кислород;0
оксюморон;0
устрица;0
темп;0
миролюбивый;1
усмирять;0
пак;0
пакет;0
упаковщик;0
пакет;0
пакт;0
подушечка;1
набивка;1
весло;1
выгон;0
Пэдди;0
замок;0
NO TRANSLATION;0
язычник;0
язычество;0
страница;0
маскарад;0
пагинация;0
пагода;0
ведерко;0
боль;-1
страдальческий;-1
болезненный;-1
болезненно;-1
безболезненный;0
страдания;-1
кропотливый;0
покрасить;0
окрашенный;0
художник;0
картина;0
пара;0
пижама;0
собутыльник;0
дворец;0
аппетитный;1
небо;0
палеонтология;0
палитра;0
пелена;0
палладий;0
поддон;0
паллиативный;1
Пальма;0
паломник;0
осязаемый;0
паралич;-1
пустяковый;0
баловать;0
брошюра;0
кастрюля;0
панацея;1
щегольство;1
блин;0
пандемия;-1
панель;0
NO TRANSLATION;-1
паника;-1
NO TRANSLATION;1
панорама;0
панорамный;0
пыхтеть;0
пантеон;0
пантера;0
трусики;0
пантомима;0
кладовая;0
брюки;0
кашка;0
папство;0
NO TRANSLATION;0
бумага;0
паприка;1
папирус;0
NO TRANSLATION;0
притча;0
парабола;0
параболический;0
парашют;0
парад;0
парадигма;0
парадокс;0
парадоксальный;0
парафин;0
парагон;1
параграф;0
параллакс;0
параллельно;0
параллелизм;0
паралич;-1
парализованный;-1
первостепенный;1
паранойя;-1
парапет;0
принадлежности;0
парафраз;0
паразит;-1
зонтик от солнца;0
пакет;0
посылки;0
пергамент;0
помилование;1
NO TRANSLATION;-1
паренхима;0
родитель;0
отцовство;1
родительский;0
NO TRANSLATION;0
вводный;0
теменной;1
шелуха;0
приход;0
соотношение;0
парк;0
манера говорить;0
парламент;0
парламентский;0
кабинет;0
честное слово;0
паркет;0
попугай;-1
парировать;0
разбор;0
экономный;-1
скупость;0
петрушка;0
священник;0
часть;0
принимать участие;1
пристрастность;0
частично;0
принимать участие;0
участие;1
частица;0
особенность;0
сведения;0
расставание;0
пристрастный;-1
пристрастность;0
раздел;0
частично;0
партнер;1
партнерство;1
части;0
вечеринка;0
NO TRANSLATION;0
проходить;0
проходимый;0
